,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH.CITY,DEATHDATE,CEMETERY,CEME.CITY,CEME.STATE,CEME.COUNTRY,CEME.NOTE,BIRTH.NAME,NAME.CHG,BAT.CHG,HOF
12830,kurowwh01,Kurowski,George John,Whitey,04/19/1918,Reading,12/09/1999,Gethsemane Cemetery,Laureldale,Pennsylvania,USA,,,,,
12832,kuseled01,Kusel,Edward D.,Ed,02/15/1886,Cleveland,10/20/1948,Brooklyn Heights Cemetery,Cleveland,Ohio,USA,,,,,
12833,kushem01,Kush,Emil Benedict,Emil,11/04/1916,Chicago,11/26/1969,St. Joseph Cemetery,River Grove,Illinois,USA,,,,,
12834,kusiccr01,Kusick,Craig Robert,Craig,09/30/1948,Milwaukee,09/27/2006,St. Germain Cemetery,St. Germain,Wisconsin,USA,,,,,
12836,kustuju01,Kustus,Joseph Julius,Jul,09/05/1882,Detroit,04/27/1916,Sacred Heart of St. Mary Cemetery,Detroit,Michigan,USA,,Joseph Julius Kustusch,,,
12838,kutinjo01,Kutina,Joseph Peter,Joe,01/16/1885,Chicago,04/13/1945,Bohemian National Cemetery,Chicago,Illinois,USA,Cremated,,,,
12842,kuzavbo01,Kuzava,Robert Leroy,Bob,05/28/1923,Wyandotte,05/15/2017,Sacred heart Catholic Cemetery,Grosse Ile,Michigan,USA,Cremated,,,,
12843,kvasnal01,Kvasnak,Alexander,Al,01/11/1921,Sagamore,09/26/2002,Resurrection Cemetery,Montebello,California,USA,,,,,
12846,kylean01,Kyle,Andrew Ewing,Andy,10/29/1889,Toronto,09/06/1971,Park Lawn Cemetery,Toronto,Ontario,Canada,,,,,
12849,laabsch01,Laabs,Chester Peter,Chet,04/30/1912,Milwaukee,01/26/1983,St. Clement Cemetery,Center Line,Michigan,USA,,,,,
12851,colonba01,Labeaux,Wilbert,Wilbert,08/21/1914,New Iberia,07/20/1990,Woodlawn Memorial Park,Compton,CA,USA,,,,,
12852,labincl01,Labine,Clement Walter,Clem,08/06/1926,Lincoln,03/02/2007,Cremated,,,,,,,,
12860,lachaca01,LaChance,George Joseph,Candy,02/14/1870,Putnam,08/18/1932,Calvary Cemetery,Waterbury,Connecticut,USA,Section 2- North Side- Lot 141,,,,
12865,lacke01,Lackey,William Doddridge,William,12/08/1870,St. Albans,05/15/1941,Union Cemetery,Columbus,Ohio,USA,,,,,
12869,lacygu01,Lacy,Osceola Guy,Guy,06/12/1897,Cleveland,11/19/1953,Triplett Cemetery,Cleveland,Tennessee,USA,,,,,
12873,laddhi01,Ladd,Arthur Clifford,Hi,02/09/1870,Willimantic,05/07/1948,Oakland Cemetery,Coventry,Rhode Island,USA,,,,,
12875,ladedo01,Lade,Doyle Marion,Doyle,02/17/1921,Fairbury,05/18/2000,National Memorial Cemetery of Arizona,Phoenix,Arizona,USA,Cremated,,,,
12876,ladewst01,Ladew,Stephen,Steve,1863,St. Louis,01/10/1895,Mount Olive Cemetery,Lemay,Missouri,USA,,,,,
12879,lafatjo01,Lafata,Joseph Joseph,Joe,08/03/1921,Detroit,05/06/2004,Mount Olivet Cemetery,Detroit,Michigan,USA,,,,,
12881,laffefl01,Lafferty,Frank Bernard,Flip,05/04/1854,Newark,02/08/1910,Wilmington & Brandywine Cemetery,Wilmington,Delaware,USA,Section 13. Lot 43,,,,
12882,lafited01,Lafitte,Edward Francis,Ed,04/07/1886,New Orleans,04/12/1971,Ivy Hill Cemetery,Philadelphia,Pennsylvania,USA,,,,,
12884,laforty01,LaForest,Byron Joseph,Ty,04/18/1917,Edmundston,05/05/1947,Mount Pleasant Cemetery,Arlington,Massachusetts,USA,,Biron Joseph LaForest,,,
12889,laggeed01,Lagger,Edwin Joseph,Ed,07/14/1912,Joliet,11/10/1981,Mount Olivet Cemetery,Joliet,Illinois,USA,,,,,
12898,lajesdi01,Lajeskie,Richard Edward,Dick,01/08/1926,Passaic,08/15/1976,Maryrest Cemetery,Mahwah,New Jersey,USA,,,,,
12899,lajoina01,Lajoie,Napoleon,Nap,09/05/1874,Woonsocket,02/07/1959,Daytona Memorial Park,Daytona Beach,Florida,USA,Section A- Lot 70- Space 4,,,,HOF
12900,lakemal01,Lakeman,Albert Wesley,Al,12/31/1918,Cincinnati,05/25/1976,Roselawn Memorial Gardens,Inman,South Carolina,USA,,,,,
12901,lakeed01,Lake,Edward Erving,Eddie,03/18/1916,Antioch,06/07/1995,Holy Sepulchre Cemetery,Hayward,California,USA,,,,,
12902,lakefr01,Lake,Frederick Lovett,Fred,10/16/1866,Cornwallis,11/24/1931,Oak Grove Cemetery,Medford,Massachusetts,USA,,,,,
12904,lakejo01,Lake,Joseph Henry,Joe,01/06/1881,Brooklyn,06/30/1950,St. John Cemetery,Middle Village,New York,USA,,,,,
12910,lallyda01,Lally,Daniel J.,Dan,08/12/1867,Jersey City,04/14/1936,Mount Olivet Cemetery,Milwaukee,Wisconsin,USA,,,,,
12911,lamacal01,LaMacchia,Alfred Anthony,Al,07/22/1921,St. Louis,09/15/2010,Holy Cross Cemetery,San Antonio,Texas,USA,,,,,
12912,lamarbi01,Lamar,William Harmong,Bill,03/21/1897,Rockville,05/24/1970,Baltimore National Cemetery,Baltimore,Maryland,USA,Section P- Site 1843,,,,
12914,lamanfr01,Lamanske,Frank James,Frank,09/30/1906,Oglesby,08/04/1971,Oak Hill Cemetery,Taylorville,Illinois,USA,,,,,
12915,lamanfr02,LaManna,Frank,Hank,08/22/1919,Homer City,09/01/1980,St. Mary Cemetery,Syracuse,New York,USA,,,,,
12916,colonba01,Lamar,Horatio Vincent,Horatio,07/11/1911,Augusta,02/19/1998,Cedar Grove Cemetery,Augusta,GA,USA,,,,,
12917,lamabja01,Lamabe,John Alexander,Jack,10/03/1936,Farmingdale Nassau County,12/21/2007,Resthaven Gardens of Memory,Baton Rouge,Louisiana,USA,,,,,
12918,colonba01,LaMarque,James Harding,Jim,07/29/1921,Potosi,01/15/2000,Calvary Cemetery,Kansas City,MO,USA,,,,,
12921,lamaswa01,LaMaster,Noble Wayne,Wayne,02/13/1907,Speed,08/04/1989,Kraft Graceland Memorial Park,New Albany,Indiana,USA,,,,,
12924,lambecl01,Lambert,Clayton Patrick,Clayton,03/26/1917,Summit,04/03/1981,Aultorest Memorial Park,Ogden,Utah,USA,,,,,
12926,lambege01,Lambert,Eugene Marion,Gene,04/26/1921,Crenshaw,02/10/2000,Memorial Park Cemetery,Memphis,Tennessee,USA,Garden of Meditation- Lot 3-27- Space 2,,,,
12933,lambly01,Lamb,Lyman Raymond,Lyman,03/17/1895,Lincoln,10/05/1955,Ozark Memorial Park Cemetery,Joplin,Missouri,USA,,,,,
12935,colonba01,Lambertus,Nestor,Nestor,08/12/1906,Azua de Compostela,02/02/1987,Calverton National Cemetery,Calverton,NY,USA,,,,,
12936,lambeot01,Lambeth,Otis Samuel,Otis,05/13/1890,Berlin,06/05/1976,Moran Cemetery,Moran,Kansas,USA,,,,,
12942,lamerpe01,Lamer,Pierre,Pete,12/  /1873,New York,10/24/1931,Cypress Hills Cemetery,Brooklyn,New York,USA,Buried under name Pierre Lamar,,,,
12943,lamlifr01,Lamlein,Frederick Arthur,Fred,08/14/1887,Port Huron,09/20/1970,Mount Hope Cemetery,Port Huron,Michigan,USA,,,,,
12944,lamotbo01,LaMotte,Robert Eugene,Bobby,02/15/1898,Savannah,11/02/1970,Greenwich Cemetery,Savannah,Georgia,USA,,,,,
12947,lampehe01,Lampe,Henry Joseph,Henry,09/19/1872,Boston,09/16/1936,Cedar Grove Cemetery,Dorchester,Massachusetts,USA,,,,,
12951,lanahdi01,Lanahan,Richard Anthony,Dick,09/27/1911,Washington,03/12/1975,St. Michael Cemetery,Bayport,Minnesota,USA,,,,,
12959,landrdo01,Landrum,Donald Leroy,Don,02/16/1936,Santa Rosa,01/09/2003,Holy Cross Cemetery,Antioch,California,USA,,,,,
12961,landdo01,Land,William Gilbert,Doc,05/14/1903,Bennsville,04/14/1986,Belmont Community Cemetery,Belmont,Alabama,USA,,Doc Burrell Land,,,
12962,landgr01,Land,Grover Cleveland,Grover,09/22/1884,Frankfort,07/22/1958,Greenwood Memorial Park,Phoenix,Arizona,USA,,,,,
12965,landrje01,Landrum,Jesse Glenn,Jesse,07/31/1912,Crockett,06/27/1983,Forest Lawn Memorial Park,Beaumont,Texas,USA,,,,,
12966,landiji01,Landis,James Henry,Jim,03/09/1934,Fresno,10/07/2017,Tulocay Cemetery,Napa,California,USA,,,,,
12969,landeke01,Landenberger,Kenneth Henry,Ken,07/29/1928,Lyndhurst,07/28/1960,Whitehaven Memorial Park,Mayfield Heights,Ohio,USA,,,,,
12976,lanech01,Lane,George M.,Chappy,,Pittsburgh,10/09/1901,Fernwood Cemetery,Fernwood- Delaware County,Pennsylvania,USA,,,,,
12977,lanedi01,Lane,Richard Harrison,Dick,06/28/1927,Highland Park,09/05/2018,Cremated,,,,,,,,
12979,lanehu01,Lane,James Hunter,Hunter,07/20/1900,Pulaski,09/12/1994,Elmwood Cemetery,Memphis,Tennessee,USA,Turley Section- Lot 1645,,,,
12982,laneje01,Lane,Jerald Hal,Jerry,02/07/1926,Ashland,07/24/1988,Chattanooga National Cemetery,Chattanooga,Tennessee,USA,Section SS- Site 115,,,,
12985,lanfosa01,Lanford,Lewis Grover,Sam,01/08/1886,Woodruff,09/14/1970,Bethel Cemetery,Woodruff,South Carolina,USA,,,,,
12986,lanfrwa01,Lanfranconi,Walter Oswald,Walt,11/09/1916,Barre,08/17/1986,Hope Cemetery,Barre,Vermont,USA,,,,,
12988,langsbo01,Langsford,Robert William,Bob,08/05/1865,Louisville,01/10/1907,Cave Hill Cemetery,Louisville,Kentucky,USA,Section 8- Range 216- Grave 24- buried under the name Robert Hugo Lankswert,Robert Hugo Lankswert,,,
12989,langebi01,Lange,William Alexander,Bill,06/06/1871,San Francisco,07/23/1950,Holy Cross Cemetery,Colma,California,USA,Section 3- Row 21- Grave 37,,,,
12992,langdo01,Lang,Donald Charles,Don,03/15/1915,Selma,09/01/2010,Cremated,,,,Ashes scattered at sea,,,,
12993,langeer01,Lange,Erwin Henry,Erv,08/12/1887,Forest Park,04/24/1971,Oakridge Cemetery,Hillside,Illinois,USA,,,,,
12994,langefr01,Lange,Frank Herman Carl,Frank,10/28/1883,Columbus,12/26/1945,Hillside Cemetery,Columbus,Wisconsin,USA,,,,,
12998,langma01,Lang,Martin John,Marty,09/27/1905,Hooper,01/13/1968,Crown Hill Cemetery,Wheat Ridge,Colorado,USA,,,,,
13002,langfsa01,Langford,Elton,Sam,05/21/1901,Briggs,07/31/1993,Plainview Memorial Park,Plainview,Texas,USA,,,,,
13006,laniema01,Lanier,Hubert Max,Max,08/18/1915,Denton,01/30/2007,Dunnellon Memorial Gardens,Dunnellon,Florida,USA,,,,,
13012,lannijo01,Lanning,John Young,Johnny,09/06/1910,Asheville,11/08/1989,Tweed Chapel Cemetery,Asheville,North Carolina,USA,,,,,
13013,lannire01,Lanning,Lester Alfred,Red,05/13/1895,Harvard,06/13/1962,Pine Hill Cemetery,Westfield,Massachusetts,USA,,,,,
13014,lannito01,Lanning,Thomas Newton,Tom,04/22/1907,Biltmore,11/04/1967,Georgia Memorial Park Cemetery,Marietta,Georgia,USA,,,,,
13016,lansige01,Lansing,Eugene Hewitt,Gene,01/11/1898,Albany,01/18/1945,Albany Rural Cemetery,Menands,New York,USA,,,,,
13023,lapanpe01,Lapan,Peter Nelson,Pete,06/25/1891,Easthampton,01/05/1953,Los Angeles National Cemetery,Los Angeles,California,USA,,,,,
13024,lapalpa01,LaPalme,Paul Edmore,Paul,12/14/1923,Springfield,02/07/2010,St. Leo's Cemetery,Leominster,Massachusetts,USA,,,,,
13025,lapihan01,Lapihuska,Andrew,Andy,11/01/1922,Delmont,02/17/1996,Mount Pleasant Cemetery,Millville,New Jersey,USA,,,,,
13028,laporfr01,LaPorte,Frank Breyfogle,Frank,02/06/1880,Uhrichsville,09/25/1939,Union Cemetery,Uhrichsville,Ohio,USA,,,,,
13030,lapoira01,LaPointe,Raoul Robert,Ralph,01/08/1922,Winooski,09/13/1967,St. Stephen's Cemetery,Winooski,Vermont,USA,,,,,
13031,lappja01,Lapp,John Walker,Jack,09/10/1884,Frazer,02/06/1920,Mount Peace Cemetery,Philadelphia,Pennsylvania,USA,Section I- Lot 481- Grave 2,,,,
13037,larkied01,Larkin,Edward Francis,Ed,07/01/1885,Wyalusing,03/28/1934,St. Peter & Paul Cemetery,Towanda,Pennsylvania,USA,,,,,
13039,larkihe01,Larkin,Henry E.,Henry,01/12/1860,Reading,01/31/1942,St. Peter Church Cemetery,Reading,Pennsylvania,USA,,,,,
13040,larkeno01,Larker,Norman Howard John,Norm,12/27/1930,Beaver Meadows,03/12/2007,All Souls Cemetery,Long Beach,California,USA,,,,,
13043,larkist01,Larkin,Stephen Patrick,Steve,12/09/1910,Cincinnati,05/02/1969,St. Mary Cemetery,Cincinnati,Ohio,USA,,,,,
13044,larkite01,Larkin,Frank S.,Terry,1856,Brooklyn,09/16/1894,Calvary Cemetery,Woodside,New York,USA,,,,,
13045,larki01,Larkins,Patrick C.,Patrick,02/14/1860,New York,11/25/1918,St. Mary's Cemetery,Canandaigua,New York,USA,,,,,
13046,larmobo01,Larmore,Robert McKahan,Bob,12/06/1896,Anderson,01/15/1964,Oak Grove Cemetery,St. Louis,Missouri,USA,,,,,
13052,larosha01,LaRoss,Harry Raymond,Harry,01/02/1888,Easton,03/22/1954,Oak Woods Cemetery,Chicago,Illinois,USA,,,,,
13053,larosjo01,LaRose,Henry John,John,10/25/1951,Pawtucket,01/14/2021,St. Joseph Cemetery,Cumberland,Rhode Island,USA,,,,,
13054,laroqsa01,LaRocque,Simeon Henry Jean,Sam,02/26/1863,St. Mathias,06/05/1933,Mount Olivet Cemetery,Detroit,Michigan,USA,Buried as Simeon Le Rocque- Section 51 Grave 242 Tier 35,,,,
13060,larsedo01,Larsen,Don James,Don,08/07/1929,Michigan City,01/01/2020,Cremated- Ashes given to Family,,,,,,,,
13067,laryal01,Lary,Alfred Allen,Al,09/26/1928,Northport,07/09/2001,Carroll Creek Baptist Church Cemetery,Northport,Alabama,USA,,,,,
13068,laryfr01,Lary,Frank Strong,Frank,04/10/1930,Northport,12/14/2017,Tuscaloosa Memorial Park,Tuscaloosa,Alabama,USA,,,,,
13069,laryly01,Lary,Lynford Hobart,Lyn,01/28/1906,Armona,01/09/1973,All Souls Cemetery,Long Beach,California,USA,,,,,
13070,lashefr01,Lasher,Frederick Walter,Fred,08/19/1941,Poughkeepsie,02/27/2022,Cremated,,,,,,,,
13072,laslebi01,Lasley,Willard Almond,Bill,07/13/1902,Gallipolis,08/21/1990,Acacia Memorial Park,Seattle,Washington,USA,,,,,
13073,lasorto01,Lasorda,Thomas Charles,Tom,09/22/1927,Norristown,01/07/2021,Rose Hills Memorial Park,Whittier,California,USA,,,,,HOF
13076,lathaar01,Latham,Walter Arlington,Arlie,03/15/1860,West Lebanon,11/29/1952,Greenfield Cemetery,Uniondale,New York,USA,,,,,
13078,lathrbi01,Lathrop,William George,Bill,08/12/1891,Hanover,11/20/1958,Oak Hill Cemetery,Janesville,Wisconsin,USA,,,,,
13080,lathech01,Lathers,Charles Ten Eyck,Chick,10/22/1888,Dearborn,07/26/1971,Greenwood Cemetery,Petoskey,Michigan,USA,,,,,
13081,lathaju01,Latham,George Warren,Jumbo,09/06/1852,Utica,05/26/1914,Forest Hill Cemetery,Utica,New York,USA,Lot 633 - Plot 20,,,,
13082,latimta01,Latimer,Clifford Wesley,Tacks,11/30/1875,Loveland,04/24/1936,Greenlawn Cemetery,Milford,Ohio,USA,,,,,
13084,latmaba01,Latman,Arnold Barry,Barry,05/21/1936,Los Angeles,04/28/2019,Hollywood Forever Cemetery,North Hollywood,California,USA,,,,,
13086,lattibi01,Lattimore,William Hershel,Bill,05/25/1884,Roxton,10/30/1919,Evergreen Cemetery,Paris,Texas,USA,Section 17- Block 75- Grave 04,,,,
13087,colonba01,Lattimore,Albert,Duke,03/26/1904,Emanuel County,02/22/1986,Magnolia Cemetery,Norfolk,VA,USA,,,,,
13090,lauch01,Lau,Charles Richard,Charlie,04/12/1933,Romulus,03/18/1984,Moreland Memorial Park,Parkville,Maryland,USA,,,,,
13091,laudebi01,Lauder,William,Billy,02/23/1874,New York,05/20/1933,Norwalk Union Cemetery,Norwalk,Connecticut,USA,,,,,
13094,lauerch01,Lauer,John Charles,Chuck,04/05/1865,Pittsburgh,05/04/1915,St. Peter Cemetery,Pittsburgh,Pennsylvania,USA,,,,,
13099,lautebi01,Lauterborn,William Bernard,Bill,06/09/1879,Hornell,04/19/1965,Hillside Cemetery,Andover,New York,USA,,,,,
13103,lavagco01,Lavagetto,Harry Arthur,Cookie,12/01/1912,Oakland,08/10/1990,Holy Cross Catholic Cemetery,St. Helena,California,USA,Outdoor Mausoleum,Attilio H Lavagetto,,,
13104,lavando01,Lavan,John Leonard,Doc,10/28/1890,Grand Rapids,05/29/1952,Arlington National Cemetery,Arlington,Virginia,USA,Sec 3/Lot 1352E; 38.52.460N 77.04.505W,John Leonard Laven,,,
13108,lavenji01,Lavender,James Sanford,Jimmy,03/25/1884,Barnesville,01/12/1960,Felton Cemetery,Montezuma,Georgia,USA,,,,,
13109,lavigar01,LaVigne,Arthur David,Art,01/26/1885,Worcester,07/18/1950,Hope Cemetery,Worcester,Massachusetts,USA,,,,,
13116,lawinga01,Lawing,Garland Frederick,Garland,08/29/1918,Gastonia,09/27/1996,Sharon Memorial Park,Charlotte,North Carolina,USA,,,,,
13118,lawlomi01,Lawlor,Michael H.,Mike,03/11/1854,Troy,08/03/1918,St. Mary Cemetery,Troy,New York,USA,,,,,
13122,lawrebi01,Lawrence,William Henry,Bill,03/11/1906,San Mateo,06/15/1997,Cypress Lawn Memorial Park,Colma,California,USA,,,,,
13123,lawrebo01,Lawrence,Robert Andrew,Bob,12/14/1899,Brooklyn,11/06/1983,Mount St. Mary Cemetery,Flushing,New York,USA,,,,,
13124,lawrebr01,Lawrence,Brooks Ulysses,Brooks,01/30/1925,Springfield,04/27/2000,Ferncliff Cemetery,Springfield,Ohio,USA,,,,,
13129,lawryot01,Lawry,Otis Carroll,Otis,11/01/1893,Fairfield,10/23/1965,Maplewood Cemetery,Fairfield,Maine,USA,,,,,
13131,lawsoal01,Lawson,Alfred William,Al,03/24/1869,London,11/29/1954,Cremated,,,,Ashes stored at University of Lawsonomy near Sturtevant- WI,,,,
13132,lawsobo01,Lawson,Robert Baker,Bob,08/23/1875,Lynchburg,10/28/1952,Old Chapel Hill Cemetery,Chapel Hill,North Carolina,USA,,,,,
13135,colonba01,Lawson,Phelbert Russell,Phelbert,10/22/1919,Washington,01/05/2001,Forest Hill Cemetery,Canton,OH,USA,,,,,
13136,lawsoro01,Lawson,Alfred Voyle,Roxie,04/13/1906,Donnellson,04/09/1977,Dibble Cemetery,Stockport,Iowa,USA,,,,,
13142,layanti01,Layana,Timothy Joseph,Tim,03/02/1964,Inglewood,06/26/1999,Holy Cross Cemetery & Mausoleum,Culver City,California,USA,,,,,
13143,laydege01,Layden,Eugene Francis,Gene,03/14/1894,Pittsburgh,12/12/1984,Queen of Heaven Cemetery,McMurray,Pennsylvania,USA,,,,,
13144,laydope01,Layden,Peter John,Pete,12/30/1919,Dallas,07/18/1982,Layden Family Cemetery,Edna,Texas,USA,,,,,
13145,laynehi01,Layne,Ivoria Hillis,Hillis,02/23/1918,Whitwell,01/12/2010,Chattanooga National Cemetery,Chattanooga,Tennessee,USA,,,,,
13146,laynehe01,Layne,Herman,Herman,02/13/1901,New Haven,08/27/1973,Kirkland Memorial Gardens,Point Pleasant,West Virginia,USA,,,,,
13149,laytole01,Layton,Lester Lee,Les,11/18/1921,Nardin,03/01/2014,Mt. Olive Cemetery,Nardin,Oklahoma,USA,,,,,
13150,colonba01,Layton,Obediah,Obie,07/10/1911,Birmingham,10/13/1997,Woodlawn Cemetery,Highland Park,MI,USA,,,,,
13155,lazorjo01,Lazor,John Paul,Johnny,09/09/1912,Taylor,12/09/2002,Greenwood Cemetery,Renton,Washington,USA,,,,,
13157,lazzeto01,Lazzeri,Anthony Michael,Tony,12/06/1903,San Francisco,08/06/1946,Sunset Mausoleum,El Cerrito,California,USA,Sunset Terrace- West Corridor- Section 32-28,,,,HOF
13158,leach01,Lea,Charles William,Charlie,12/25/1956,Orleans,11/11/2011,Memorial Park Cemetery,Memphis,Tennessee,USA,,,,,
13160,leachfr01,Leach,Frederick,Freddy,11/23/1897,Springfield,12/10/1981,Hagerman Cemetery,Hagerman,Idaho,USA,,,,,
13166,leachto01,Leach,Thomas William,Tommy,11/04/1877,French Creek,09/29/1969,Forest Hill Cemetery,Haines City,Florida,USA,Mausoleum- Crypts 53 & 54,,,,
13167,leadlbo99,Leadley,Robert H.,Bob,11/11/1858,Brooklyn,05/19/1936,Inglewood Park Cemetery,Inglewood,California,USA,,,,,
13169,leahyda01,Leahy,Daniel C.,Dan,08/08/1870,Nashville,12/30/1903,Calvary Cemetery,Knoxville,Tennessee,USA,,,,,
13170,leahyto01,Leahy,Thomas Joseph,Tom,06/02/1869,New Haven,06/11/1951,St. Lawrence Cemetery,West Haven,Connecticut,USA,,,,,
13175,leardbi01,Leard,William Wallace,Bill,10/14/1885,Oneida,01/15/1970,Cypress Lawn Memorial Park,Colma,California,USA,,,,,
13176,learyfr01,Leary,Francis Patrick,Frank,02/26/1881,Wayland,10/04/1907,St. Patrick's Cemetery,Natick,Massachusetts,USA,,,,,
13177,learfr01,Lear,Frederick Francis,Fred,04/07/1894,New York,10/13/1955,St. Mary's Cemetery,Staten Island,New York,USA,,,,,
13178,learyjo01,Leary,John Louis,John,05/02/1891,Waltham,08/18/1961,Calvary Cemetery,Waltham,Massachusetts,USA,,,,,
13180,learki01,Lear,Charles Bernard,King,01/23/1891,Greencastle,10/31/1976,Cedar Hill Cemetery,Greencastle,Pennsylvania,USA,,,,,
13183,leathha01,Leathers,Harold Langford,Hal,12/02/1898,Selma,04/12/1977,Lakewood Memorial Park,Hughson,California,USA,,,,,
13185,leberem01,Leber,Emil Bohmiel,Emil,05/15/1881,Cleveland,11/06/1924,Riverside Cemetery,Cleveland,Ohio,USA,,,,,
13189,leboube01,LeBourveau,DeWitt Wiley,Bevo,08/24/1896,Dana,12/09/1947,El Dorado Public Cemetery,El Dorado,California,USA,Cremated,,,,
13190,laclage01,LeClair,George Lewis,George,10/18/1886,Milton,10/10/1918,Cimetiere St-Romuald,Montreal,Quebec,Canada,,,,,
13195,ledbera01,Ledbetter,Ralph Overton,Razor,12/08/1894,Rutherford College,02/01/1969,Burke Memorial Park,Morganton,North Carolina,USA,,,,,
13202,leebi01,Lee,William Joseph,Billy,01/09/1894,Bayonne,01/06/1984,Calvary Cemetery,Drums,Pennsylvania,USA,,,,,
13203,leebi02,Lee,William Crutcher,Bill,10/21/1909,Plaquemine,06/15/1977,Protestant Cemetery,Plaquemine,Louisiana,USA,,,,,
13211,leecl01,Lee,Clifford Walker,Cliff,08/04/1896,Lexington,04/25/1980,Crown Hill Cemetery,Wheat Ridge,Colorado,USA,Cremated,,,,
13217,leedu01,Lee,Ernest Holford,Dud,08/22/1899,Denver,01/07/1971,Fairmount Cemetery,Denver,Colorado,USA,,,,,
13220,leeha01,Lee,Harold Burnham,Hal,02/15/1905,Ludlow,09/04/1989,Jackson County Memorial Park,Pascagoula,Mississippi,USA,,,,,
13225,leele01,Lee,Leonidas Pyrrhus,Leonidas,12/13/1860,St. Louis,06/11/1912,Rosehill Cemetery,Chicago,Illinois,USA,,Leonidas Pyrrhus Funkhouser,,,
13230,leero01,Lee,Roy Edwin,Roy,09/28/1917,Elmira,11/11/1985,Frieden Evangelical Cemetery,Troy,Illinois,USA,,,,,
13232,colonba01,Lee,Holsey Scranton Scriptus,Script,01/29/1899,Washington,02/13/1974,Mount Olivet Cemetery,Washington,DC,USA,,,,,
13236,leeto01,Lee,Thomas Frank,Tom,06/08/1862,Milwaukee,03/04/1886,Calvary Catholic Cemetery,Milwaukee,Wisconsin,USA,,,,,
13239,leewa01,Lee,Wyatt Arnold,Watty,08/12/1879,Lynch Station,03/06/1936,Mount Olivet Cemetery,Washington,D.C.,USA,,,,,
13245,leevesa01,Leever,Samuel,Sam,12/23/1871,Goshen,05/19/1953,Goshen Cemetery,Goshen,Ohio,USA,Section 18- Lot 4- Grave 4,,,,
13246,lefeval01,Lefevre,Alfred Modesto,Al,09/16/1898,New York,01/21/1982,Calvary Cemetery,Woodside,New York,USA,,,,,
13247,lefebbi01,LeFebvre,Wilfred Henry,Bill,11/11/1915,Natick,01/19/2007,Calvary Catholic Cemetery,Clearwater,Florida,USA,Cremated,,,,
13252,leflewa01,Lefler,Wade Hampton,Wade,06/05/1896,Cooleemee,03/06/1981,Eastview Cemetery,Newton,North Carolina,USA,,,,,
13254,legetlo01,Legett,Louis Alfred,Lou,06/01/1901,New Orleans,03/06/1988,Masonic Cemetery,New Orleans,Louisiana,USA,,,,,
13258,lehanja01,Lehan,James,James,05/14/1856,Hartford,07/16/1946,St. Patrick's Cemetery,Hartford,Connecticut,USA,,,,,
13259,lehanmi01,Lehane,Michael M.,Mike,04/15/1865,New York,02/28/1903,Calvary Cemetery,Woodside,New York,USA,,,,,
13260,lehewji01,Lehew,James Anthony,Jim,08/19/1937,Baltimore,12/23/2016,Cremated,,,,,,,,
13261,lehenre01,Leheny,Regis Francis,Regis,01/05/1908,Pittsburgh,11/02/1976,Calvary Cemetery,Pittsburgh,Pennsylvania,USA,,,,,
13262,lehmake01,Lehman,Kenneth Karl,Ken,06/10/1928,Seattle,12/04/2010,Cremated,,,,Ashes retained by family,,,,
13263,lehnepa01,Lehner,Paul Eugene,Paul,07/01/1920,Dolomite,12/27/1967,Highland Memorial Gardens,Bessemer,Alabama,USA,,,,,
13264,lehrcl01,Lehr,Clarence Emanuel,Clarence,05/16/1886,Escanaba,01/31/1948,Forest Hill Cemetery,Ann Arbor,Michigan,USA,,,,,
13266,lehrno01,Lehr,Norman Carl Michael,Norm,05/28/1901,Rochester,07/17/1968,Leicester Cemetery,Leicester,New York,USA,,,,,
13269,leibeha01,Leiber,Henry Edward,Hank,01/17/1911,Phoenix,11/08/1993,East Lawn Palms Cemetery,Tucson,Arizona,USA,,,,,
13270,leibone01,Leibold,Harry Loran,Nemo,02/17/1892,Butler,02/04/1977,Holy Sepulchre Cemetery,Southfield,Michigan,USA,,,,,
13273,leifeel01,Leifer,Elmer Edwin,Elmer,05/23/1893,Clarington,09/26/1948,Pine City Cemetery,Pine City,Washington,USA,Leifer family plot- row 18,,,,
13274,leifile01,Leifield,Albert Peter,Lefty,09/05/1883,Trenton,10/10/1970,Fairfax Memorial Park,Fairfax,Virginia,USA,Section 4- Block D- Lot 2- Site 9; N38.83174 W77.28354,,,,
13275,leighjo01,Leighton,John Atkinson,John,10/04/1861,Peabody,10/31/1956,Pine Grove Cemetery,Lynn,Massachusetts,USA,,,,,
13276,leinhbi01,Leinhauser,William Charles,Bill,11/04/1893,Philadelphia,04/14/1978,Holy Cross Cemetery,Yeadon,Pennsylvania,USA,,,,,
13278,leiped01,Leip,Edgar Ellsworth,Ed,11/29/1910,Trenton,11/24/1983,Princeton Memorial Park,Robbinsville,New Jersey,USA,,,,,
13279,leipeja01,Leiper,John Henry Thomas,Jack,12/23/1867,Chester,08/23/1960,Leiper Church Cemetery,Swarthmore,Pennsylvania,USA,,,,,
